marker	SNP	chr	mb	SNP_impact	geneName	cmmb	logcmmb_quantile
s6540p16870	s6540p16870	7	38.286676	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38267363_38272774-GENE_ScYP8k34HRSCAF13ch7_38330445_38331002	6.4150290512717	very high
s4096p3625	s4096p3625	7	38.314215	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38267363_38272774-GENE_ScYP8k34HRSCAF13ch7_38330445_38331002	6.4150290512717	very high
s4096p40879	s4096p40879	7	38.351774	intron_variant	b1_b1_g43916	6.4150290512717	very high
s1948p133106	s1948p133106	7	38.390644	intron_variant	b1_b1_g43917	6.4150290512717	very high
s1948p100060	s1948p100060	7	38.423771	intron_variant	b1_b1_g43918	6.4150290512717	very high
s1948p93179	s1948p93179	7	38.430897	intron_variant	b1_b1_g43918	6.4150290512717	very high
s1948p62643	s1948p62643	7	38.462304	upstream_gene_variant	b1_b1_g43919	6.4150290512717	very high
s1948p58475	s1948p58475	7	38.466472	intron_variant	b1_b1_g43920	6.4150290512717	very high
s1948p51090	s1948p51090	7	38.473857	intron_variant	b1_b1_g43920	6.4150290512717	very high
s1948p49889	s1948p49889	7	38.475058	intron_variant	b1_b1_g43920	6.4150290512717	very high
s2560p24691	s2560p24691	7	38.551155	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38506424_38534627-GENE_ScYP8k34HRSCAF13ch7_38574089_38576037	6.46327400247052	very high
s2560p70291	s2560p70291	7	38.59682	intron_variant	b1_b1_g43930	6.46327400247052	very high
s3741p26167	s3741p26167	7	38.696015	intron_variant	b1_b1_g43939	6.46327400247052	very high
s3741p7593	s3741p7593	7	38.714605	intron_variant	b1_b1_g43939	6.46327400247052	very high
s3741p6789	s3741p6789	7	38.71541	intron_variant	b1_b1_g43939	6.46327400247052	very high
s3741p883	s3741p883	7	38.721277	intron_variant	b1_b1_g43939	6.46327400247052	very high
s2273p18360	s2273p18360	7	38.7434	missense_variant	b1_b1_g43939	6.46327400247052	very high
s2273p32243	s2273p32243	7	38.757014	upstream_gene_variant	b1_b1_g43942	6.46327400247052	very high
s2273p61075	s2273p61075	7	38.78614	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38759609_38773593-GENE_ScYP8k34HRSCAF13ch7_38798942_38805468	6.46327400247052	very high
s2273p106277	s2273p106277	7	38.831006	synonymous_variant	b2_b2_g7112	6.46327400247052	very high
s11722p372	s11722p372	7	38.835956	upstream_gene_variant	b1_b1_g43951	6.46327400247052	very high
s1767p25336	s1767p25336	7	38.870132	downstream_gene_variant	b1_b1_g43956	6.46327400247052	very high
s1767p27453	s1767p27453	7	38.872249	upstream_gene_variant	b1_b1_g43957	6.46327400247052	very high
s1767p29789	s1767p29789	7	38.874585	upstream_gene_variant	b1_b1_g43957	6.46327400247052	very high
s1767p31568	s1767p31568	7	38.876364	upstream_gene_variant	b1_b1_g43957	6.46327400247052	very high
s1767p71884	s1767p71884	7	38.916426	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38899734_38910932-GENE_ScYP8k34HRSCAF13ch7_38936259_38943010	6.46327400247052	very high
s1767p72411	s1767p72411	7	38.916953	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38899734_38910932-GENE_ScYP8k34HRSCAF13ch7_38936259_38943010	6.46327400247052	very high
s1767p82332	s1767p82332	7	38.926875	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38899734_38910932-GENE_ScYP8k34HRSCAF13ch7_38936259_38943010	6.46327400247052	very high
s1767p101638	s1767p101638	7	38.94618	upstream_gene_variant	b1_b1_g43968	6.46327400247052	very high
s1767p104981	s1767p104981	7	38.949474	intron_variant	b1_b1_g43969	6.46327400247052	very high
s1767p125861	s1767p125861	7	38.970499	upstream_gene_variant	b1_b1_g43970	6.46327400247052	very high
s1767p127287	s1767p127287	7	38.971947	upstream_gene_variant	b1_b1_g43969	6.46327400247052	very high
s1767p135966	s1767p135966	7	38.980654	intron_variant	b1_b1_g43970	6.46327400247052	very high
s8217p587	s8217p587	7	39.019861	intron_variant	b1_b1_g43974	6.46327400247052	very high
s7152p146	s7152p146	7	39.041295	synonymous_variant	b1_b1_g43977	6.46327400247052	very high
s1028p191175	s1028p191175	7	39.087187	upstream_gene_variant	b1_b1_g43986	6.46327400247052	very high
s1028p174497	s1028p174497	7	39.103805	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_39082175_39087871-GENE_ScYP8k34HRSCAF13ch7_39109257_39129670	6.46327400247052	very high
s1028p166700	s1028p166700	7	39.111602	intron_variant	b2_b2_g7141	6.46327400247052	very high
s1028p159225	s1028p159225	7	39.116983	intron_variant	b2_b2_g7141	6.46327400247052	very high
s1028p156383	s1028p156383	7	39.119825	intron_variant	b2_b2_g7141	6.46327400247052	very high
s1028p100866	s1028p100866	7	39.175354	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_39144706_39165195-GENE_ScYP8k34HRSCAF13ch7_39185647_39209382	6.46327400247052	very high
s1028p100049	s1028p100049	7	39.176171	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_39144706_39165195-GENE_ScYP8k34HRSCAF13ch7_39185647_39209382	6.46327400247052	very high
s1028p40028	s1028p40028	7	39.236315	upstream_gene_variant	b1_b1_g44008	6.46327400247052	very high
s1028p4793	s1028p4793	7	39.271533	intron_variant	b1_b1_g44011	6.46327400247052	very high
s745p191377	s745p191377	5	0.101992	upstream_gene_variant	null	NA	NA
s4391p21449	s4391p21449	5	0.407265	upstream_gene_variant	null	NA	NA
s4256p41166	s4256p41166	5	0.507333	upstream_gene_variant	null	2.91420779066882	very high
s4256p35593	s4256p35593	5	0.512904	synonymous_variant	b1_b1_g20920	2.91420779066882	very high
s4845p12933	s4845p12933	5	0.592452	upstream_gene_variant	b1_b1_g20934	2.91420779066882	very high
s10281p704	s10281p704	5	0.621921	upstream_gene_variant	null	2.91420779066882	very high
s5264p18450	s5264p18450	5	0.637856	synonymous_variant	b1_b1_g20940	2.91420779066882	very high
s5264p13599	s5264p13599	5	0.642707	upstream_gene_variant	null	2.91420779066882	very high
s5264p118	s5264p118	5	0.656199	upstream_gene_variant	null	2.91420779066882	very high
s4887p24424	s4887p24424	5	0.673169	upstream_gene_variant	null	2.91420779066882	very high
s4887p15872	s4887p15872	5	0.682031	upstream_gene_variant	b2_b2_g38271	2.91420779066882	very high
s4887p5698	s4887p5698	5	0.692403	upstream_gene_variant	null	2.91420779066882	very high
s4887p5509	s4887p5509	5	0.692592	upstream_gene_variant	null	2.91420779066882	very high
s4762p13639	s4762p13639	5	0.732176	upstream_gene_variant	null	2.91420779066882	very high
s7731p417	s7731p417	5	0.746304	upstream_gene_variant	null	2.91420779066882	very high
s7731p527	s7731p527	5	0.746414	upstream_gene_variant	null	2.91420779066882	very high
s7731p868	s7731p868	5	0.746755	upstream_gene_variant	null	2.91420779066882	very high
s6202p11869	s6202p11869	5	0.772768	upstream_gene_variant	null	2.91420779066882	very high
s5664p10262	s5664p10262	5	0.80883	synonymous_variant	b1_b1_g20956	2.91420779066882	very high
s5517p8019	s5517p8019	5	0.835625	upstream_gene_variant	b1_b1_g20963	2.91420779066882	very high
s5517p21548	s5517p21548	5	0.849272	upstream_gene_variant	null	2.91420779066882	very high
s8518p6029	s8518p6029	5	0.865846	upstream_gene_variant	null	2.91420779066882	very high
s5217p2074	s5217p2074	5	0.901818	upstream_gene_variant	null	2.91420779066882	very high
s8316p3057	s8316p3057	5	0.98729	upstream_gene_variant	null	2.91420779066882	very high
s6935p931	s6935p931	5	1.023068	upstream_gene_variant	b1_b1_g20975	2.91420779066882	very high
s6591p10377	s6591p10377	5	1.068813	upstream_gene_variant	null	2.91420779066882	very high
s6591p5578	s6591p5578	5	1.073642	upstream_gene_variant	null	2.91420779066882	very high
s10458p100	s10458p100	5	1.098179	upstream_gene_variant	null	2.91420779066882	very high
s8339p840	s8339p840	5	1.124662	upstream_gene_variant	null	2.91420779066882	very high
s4369p31047	s4369p31047	5	1.175563	upstream_gene_variant	null	2.91420779066882	very high
s4369p48422	s4369p48422	5	1.193135	upstream_gene_variant	null	2.91420779066882	very high
s7720p765	s7720p765	5	1.230492	upstream_gene_variant	null	2.91420779066882	very high
s4573p12310	s4573p12310	5	1.295906	upstream_gene_variant	b1_b1_g20986	2.91420779066882	very high
s5113p21750	s5113p21750	5	1.469531	upstream_gene_variant	null	2.91420779066882	very high
s5113p8413	s5113p8413	5	1.482925	upstream_gene_variant	null	2.91420779066882	very high
s11605p1011	s11605p1011	5	1.51143	upstream_gene_variant	null	3.0340951890759	very high
s4787p5940	s4787p5940	5	1.586657	upstream_gene_variant	null	3.0340951890759	very high
s7786p6408	s7786p6408	5	1.603515	upstream_gene_variant	null	3.0340951890759	very high
s11208p403	s11208p403	5	1.614139	upstream_gene_variant	null	3.0340951890759	very high
s7783p1233	s7783p1233	5	1.726403	upstream_gene_variant	null	3.0340951890759	very high
s5252p16064	s5252p16064	5	1.749322	upstream_gene_variant	null	3.0340951890759	very high
s5252p29684	s5252p29684	5	1.765203	upstream_gene_variant	null	3.0340951890759	very high
s2772p92097	s2772p92097	5	1.785549	upstream_gene_variant	null	3.0340951890759	very high
s2772p89309	s2772p89309	5	1.788337	upstream_gene_variant	null	3.0340951890759	very high
s2772p27365	s2772p27365	5	1.850577	upstream_gene_variant	b2_b2_g38313	3.0340951890759	very high
s2772p21010	s2772p21010	5	1.857053	upstream_gene_variant	null	3.0340951890759	very high
s5041p27492	s5041p27492	5	1.907412	upstream_gene_variant	null	3.0340951890759	very high
s3609p31337	s3609p31337	5	2.023072	upstream_gene_variant	b1_b1_g21021	3.0340951890759	very high
s3609p31158	s3609p31158	5	2.023251	upstream_gene_variant	b1_b1_g21021	3.0340951890759	very high
s5047p3584	s5047p3584	5	2.103284	upstream_gene_variant	null	3.0340951890759	very high
s5047p16377	s5047p16377	5	2.115543	upstream_gene_variant	null	3.0340951890759	very high
s6188p8525	s6188p8525	5	2.155051	upstream_gene_variant	b2_b2_g38339	3.0340951890759	very high
s3781p54241	s3781p54241	5	2.23822	upstream_gene_variant	null	3.0340951890759	very high
s3781p38123	s3781p38123	5	2.25423	upstream_gene_variant	null	3.0340951890759	very high
s3781p35866	s3781p35866	5	2.256486	upstream_gene_variant	null	3.0340951890759	very high
s10181p2367	s10181p2367	5	2.336281	upstream_gene_variant	null_circ	3.0340951890759	very high
s5076p15921	s5076p15921	5	2.359972	upstream_gene_variant	null	3.0340951890759	very high
s5076p36638	s5076p36638	5	2.380764	upstream_gene_variant	null	3.0340951890759	very high
s7266p5142	s7266p5142	5	2.393984	missense_variant	b1_b1_g21046	3.0340951890759	very high
s1756p116192	s1756p116192	5	2.45131	upstream_gene_variant	b1_b1_g21052	3.0340951890759	very high
s1756p80763	s1756p80763	5	2.487222	upstream_gene_variant	null	3.0340951890759	very high
s1756p77616	s1756p77616	5	2.490369	upstream_gene_variant	null	3.0340951890759	very high
s1756p28517	s1756p28517	5	2.539548	splice_region_variant&intron_variant	b1_b1_g21063	9.86606479518046	very high
s1756p22978	s1756p22978	5	2.545087	upstream_gene_variant	null	9.86606479518046	very high
s1756p15941	s1756p15941	5	2.552136	upstream_gene_variant	null	9.86606479518046	very high
s5902p8412	s5902p8412	5	2.582234	upstream_gene_variant	null	9.86606479518046	very high
s6291p4763	s6291p4763	5	2.61799	upstream_gene_variant	null	9.86606479518046	very high
s2502p50007	s2502p50007	5	2.675682	upstream_gene_variant	b2_b2_g38391	9.86606479518046	very high
s2502p61024	s2502p61024	5	2.686699	upstream_gene_variant	null	9.86606479518046	very high
s6010p13338	s6010p13338	5	2.769011	upstream_gene_variant	null	9.86606479518046	very high
s1444p15079	s1444p15079	5	2.80083	upstream_gene_variant	null	9.86606479518046	very high
s1444p43083	s1444p43083	5	2.828796	upstream_gene_variant	null	9.86606479518046	very high
s1444p68417	s1444p68417	5	2.854248	upstream_gene_variant	null	9.86606479518046	very high
s1444p70835	s1444p70835	5	2.856666	upstream_gene_variant	null	9.86606479518046	very high
s1444p106787	s1444p106787	5	2.892906	upstream_gene_variant	null	9.86606479518046	very high
s1444p112214	s1444p112214	5	2.898528	upstream_gene_variant	null	9.86606479518046	very high
s1114p3975	s1114p3975	5	2.96721	upstream_gene_variant	null	9.86606479518046	very high
s1114p62005	s1114p62005	5	3.024897	upstream_gene_variant	null	9.86606479518046	very high
s3693p45990	s3693p45990	5	3.201658	upstream_gene_variant	b1_b1_g21107	9.86606479518046	very high
s3693p26063	s3693p26063	5	3.220917	upstream_gene_variant	null	9.86606479518046	very high
s3693p10980	s3693p10980	5	3.235807	upstream_gene_variant	null	9.86606479518046	very high
s3693p10565	s3693p10565	5	3.236222	upstream_gene_variant	null	9.86606479518046	very high
s3855p21139	s3855p21139	5	3.270139	upstream_gene_variant	null	9.86606479518046	very high
s3855p52189	s3855p52189	5	3.301195	missense_variant	b1_b1_g21110	9.86606479518046	very high
s5574p19142	s5574p19142	5	3.329045	upstream_gene_variant	null	9.86606479518046	very high
s1205p75831	s1205p75831	5	3.477646	upstream_gene_variant	b1_b1_g21128	9.86606479518046	very high
s1205p66935	s1205p66935	5	3.486541	upstream_gene_variant	b2_b2_g38439	9.86606479518046	very high
s1205p63164	s1205p63164	5	3.490313	upstream_gene_variant	null	9.86606479518046	very high
s1205p62552	s1205p62552	5	3.490925	upstream_gene_variant	null	9.86606479518046	very high
s3581p18848	s3581p18848	5	3.57478	upstream_gene_variant	null	8.35047405077639	very high
s4375p7315	s4375p7315	5	3.632249	upstream_gene_variant	null	8.35047405077639	very high
s4375p30643	s4375p30643	5	3.655536	upstream_gene_variant	null	8.35047405077639	very high
s4375p32883	s4375p32883	5	3.657776	upstream_gene_variant	null	8.35047405077639	very high
s4375p46112	s4375p46112	5	3.671119	upstream_gene_variant	null	8.35047405077639	very high
s8286p3566	s8286p3566	5	3.681468	upstream_gene_variant	b1_b1_g21141	8.35047405077639	very high
s5948p17481	s5948p17481	5	3.697045	upstream_gene_variant	null_circ	8.35047405077639	very high
s3332p12036	s3332p12036	5	3.729471	upstream_gene_variant	b1_b1_g21145	8.35047405077639	very high
s5769p17314	s5769p17314	5	3.817951	upstream_gene_variant	null	8.35047405077639	very high
s5769p15869	s5769p15869	5	3.819396	upstream_gene_variant	null	8.35047405077639	very high
s4591p4706	s4591p4706	5	3.879138	upstream_gene_variant	null	8.35047405077639	very high
s2956p55213	s2956p55213	5	3.917982	upstream_gene_variant	null	8.35047405077639	very high
s2956p24978	s2956p24978	5	3.948261	upstream_gene_variant	null	8.35047405077639	very high
s2956p24603	s2956p24603	5	3.948636	upstream_gene_variant	null	8.35047405077639	very high
s9720p3787	s9720p3787	5	4.0188	upstream_gene_variant	null	8.35047405077639	very high
s1724p73429	s1724p73429	5	4.145826	upstream_gene_variant	null	8.35047405077639	very high
s1724p22935	s1724p22935	5	4.195946	synonymous_variant	b1_b1_g21176	8.35047405077639	very high
s1724p22321	s1724p22321	5	4.196564	upstream_gene_variant	b1_b1_g21175	8.35047405077639	very high
s1724p13546	s1724p13546	5	4.205338	upstream_gene_variant	null	8.35047405077639	very high
s4217p20403	s4217p20403	5	4.290184	upstream_gene_variant	null	8.35047405077639	very high
s2517p27268	s2517p27268	5	4.395471	upstream_gene_variant	null	8.35047405077639	very high
s2517p26019	s2517p26019	5	4.39672	upstream_gene_variant	null	8.35047405077639	very high
s2517p2861	s2517p2861	5	4.419796	upstream_gene_variant	null	8.35047405077639	very high
s4524p19782	s4524p19782	5	4.450988	upstream_gene_variant	null	8.35047405077639	very high
s4524p3471	s4524p3471	5	4.467042	upstream_gene_variant	null	8.35047405077639	very high
s4524p2653	s4524p2653	5	4.46786	upstream_gene_variant	null	8.35047405077639	very high
s2333p1810	s2333p1810	5	4.475055	synonymous_variant	b1_b1_g21190	8.35047405077639	very high
s5580p677	s5580p677	5	4.6807	upstream_gene_variant	b2_b2_g38497	6.15814990233038	very high
s5580p1012	s5580p1012	5	4.681035	upstream_gene_variant	b2_b2_g38497	6.15814990233038	very high
s5580p1279	s5580p1279	5	4.681302	upstream_gene_variant	b2_b2_g38497	6.15814990233038	very high
s2810p53015	s2810p53015	5	4.748761	upstream_gene_variant	null	6.15814990233038	very high
s2810p40323	s2810p40323	5	4.7615	upstream_gene_variant	null_circ	6.15814990233038	very high
s2810p37411	s2810p37411	5	4.764329	upstream_gene_variant	null	6.15814990233038	very high
s2810p36420	s2810p36420	5	4.76532	upstream_gene_variant	null	6.15814990233038	very high
s2985p66626	s2985p66626	5	4.823598	upstream_gene_variant	null	6.15814990233038	very high
s2985p12321	s2985p12321	5	4.877904	upstream_gene_variant	null	6.15814990233038	very high
s774p11575	s774p11575	5	4.902251	upstream_gene_variant	null	6.15814990233038	very high
s774p12040	s774p12040	5	4.902716	upstream_gene_variant	null	6.15814990233038	very high
s774p77904	s774p77904	5	4.968323	upstream_gene_variant	null	6.15814990233038	very high
s774p86833	s774p86833	5	4.977252	upstream_gene_variant	null	6.15814990233038	very high
s774p90638	s774p90638	5	4.981057	upstream_gene_variant	null	6.15814990233038	very high
s774p103154	s774p103154	5	4.993573	upstream_gene_variant	null	6.15814990233038	very high
s774p116859	s774p116859	5	5.007278	upstream_gene_variant	null	6.15814990233038	very high
s774p195569	s774p195569	5	5.086057	upstream_gene_variant	null	6.15814990233038	very high
s774p251717	s774p251717	5	5.142211	upstream_gene_variant	null	6.15814990233038	very high
s774p253271	s774p253271	5	5.143765	upstream_gene_variant	null	6.15814990233038	very high
s774p253639	s774p253639	5	5.144133	upstream_gene_variant	null	6.15814990233038	very high
s774p257977	s774p257977	5	5.148471	upstream_gene_variant	null	6.15814990233038	very high
s774p259067	s774p259067	5	5.149561	upstream_gene_variant	null	6.15814990233038	very high
s83p255866	s83p255866	5	5.431078	synonymous_variant	b1_b1_g21243	6.15814990233038	very high
s83p265783	s83p265783	5	5.440911	upstream_gene_variant	null	6.15814990233038	very high
s83p273180	s83p273180	5	5.448308	upstream_gene_variant	null	6.15814990233038	very high
s83p283862	s83p283862	5	5.45899	upstream_gene_variant	b1_b1_g21251	6.15814990233038	very high
s83p284844	s83p284844	5	5.459972	upstream_gene_variant	b1_b1_g21251	6.15814990233038	very high
s83p411204	s83p411204	5	5.586348	upstream_gene_variant	null	4.20661210112683	very high
s83p441734	s83p441734	5	5.616878	upstream_gene_variant	null	4.20661210112683	very high
s83p453565	s83p453565	5	5.628709	start_lost	b2_b2_g38547	4.20661210112683	very high
s83p506029	s83p506029	5	5.681139	upstream_gene_variant	null	4.20661210112683	very high
s83p506633	s83p506633	5	5.681743	upstream_gene_variant	null	4.20661210112683	very high
s83p547922	s83p547922	5	5.723032	upstream_gene_variant	null	4.20661210112683	very high
s83p608081	s83p608081	5	5.783274	upstream_gene_variant	null	4.20661210112683	very high
s83p618667	s83p618667	5	5.793792	upstream_gene_variant	null	4.20661210112683	very high
s83p667662	s83p667662	5	5.842886	upstream_gene_variant	null_circ	4.20661210112683	very high
s83p704025	s83p704025	5	5.879249	upstream_gene_variant	null	4.20661210112683	very high
s83p711852	s83p711852	5	5.887076	upstream_gene_variant	null	4.20661210112683	very high
s83p732443	s83p732443	5	5.907668	upstream_gene_variant	null	4.20661210112683	very high
s83p917075	s83p917075	5	6.092249	upstream_gene_variant	null	4.20661210112683	very high
s83p920778	s83p920778	5	6.095952	upstream_gene_variant	null	4.20661210112683	very high
s83p923012	s83p923012	5	6.098186	upstream_gene_variant	null	4.20661210112683	very high
s83p958649	s83p958649	5	6.133822	upstream_gene_variant	null	4.20661210112683	very high
s23p41523	s23p41523	5	6.269808	upstream_gene_variant	null	4.20661210112683	very high
s23p64560	s23p64560	5	6.292725	upstream_gene_variant	b2_b2_g38567	4.20661210112683	very high
s23p214490	s23p214490	5	6.442727	upstream_gene_variant	b1_b1_g21282	4.20661210112683	very high
s23p232565	s23p232565	5	6.460819	upstream_gene_variant	null	4.20661210112683	very high
s23p256879	s23p256879	5	6.485138	upstream_gene_variant	null	4.20661210112683	very high
s23p287362	s23p287362	5	6.515621	upstream_gene_variant	null	3.26836794040549	very high
s23p334591	s23p334591	5	6.562778	upstream_gene_variant	null	3.26836794040549	very high
s23p365161	s23p365161	5	6.593348	upstream_gene_variant	null	3.26836794040549	very high
s23p509016	s23p509016	5	6.737175	upstream_gene_variant	null_circ	3.26836794040549	very high
s23p834118	s23p834118	5	7.062219	upstream_gene_variant	b2_b2_g38592	3.26836794040549	very high
s23p889807	s23p889807	5	7.11796	missense_variant	b1_b1_g21314	3.26836794040549	very high
s23p918704	s23p918704	5	7.146869	upstream_gene_variant	null	3.26836794040549	very high
s23p918818	s23p918818	5	7.146983	upstream_gene_variant	null	3.26836794040549	very high
s23p973098	s23p973098	5	7.201146	upstream_gene_variant	null_circ	3.26836794040549	very high
s23p1055818	s23p1055818	5	7.283936	upstream_gene_variant	null_circ	3.26836794040549	very high
s23p1056534	s23p1056534	5	7.284652	upstream_gene_variant	null_circ	3.26836794040549	very high
